dt,maxco,nx,ncells,tsr,cp,cd,yplus_min,yplus_max,yplus_mean
0.008,nan,95,61086,1.9004720077215251,0.8037878588152602,1.9785287476662345,0.1266493429,6.234337547,1.690527719
0.004,nan,95,61086,1.9006415833501844,0.7771823066915876,1.4375152433776113,0.1224115955,5.507290257,1.252786993
0.002,nan,95,61086,1.9006763545428829,0.5278010600196318,1.3167265008476614,0.09787225302,5.09525689,1.231311108
0.001,nan,95,61086,1.9006849245885156,0.5037214365574547,1.3112461485187357,0.1044769928,5.218425775,1.29327688
0.0007,nan,95,61086,1.900675287071952,0.5703450278247744,1.3439407107811834,0.0948696193,4.924357135,1.372628314
0.0005,nan,95,61086,1.900689317349603,0.6750568828153013,1.3517668989979543,0.09572735183,5.017619631,1.346051006
