dt,maxco,nx,ncells,tsr,cp,cd,yplus_min,yplus_max,yplus_mean,ddt_scheme
nan,40.0,95,61086,1.9176534444010118,0.4765992383256457,1.336256176332267,0.1669407398,4.849545297,1.279090183,Euler
nan,20.0,95,61086,1.923971440272342,0.5283570512718034,1.3660614247786649,0.1080265826,4.828967809,1.283279241,Euler
nan,10.0,95,61086,1.924570008131842,0.6108595463171345,1.39560792836529,0.1085623481,4.906240013,1.381118328,Euler
nan,5.0,95,61086,1.9151003999878726,0.7476805924783004,1.4016104717274156,0.07238743831,5.050597748,1.363784054,Euler
nan,2.0,95,61086,1.914373060442126,0.7772811007176029,1.407610470226242,0.0755889065,5.182205135,1.437315245,Euler
nan,0.9,95,61086,1.9160156973117821,0.7475572983705001,1.3905954928749475,0.08611887754,5.288857762,1.592724695,Euler
